content,sentiment
"[ ' You Hurt Me But I Still Love You. ', ' True Love Isn ’ T Found. It ’ S Built. ', ' My Silence Is Just Another Word For Pain. ', ' You Killed What Was Left Of The Good In Me. ', ' I Wish I Could Ignore You Like You Ignore Me. ', ' Sometimes All You Need Is One Person Who Cares. ', ' Sometimes All You Need Is One Person Who Cares. ', ' I ’ M That Person Everyone Replaces After A While. \ xa0 (Sad Whatsapp Status \ xa0 ', ' I Don ’ T Care For The People, Who Don ’ T Care For Me. ', ' No Beauty Shines Brighter Than That Of A Good Heart. ', ' If You Give Up On Me, I ’ M Going To Give Up On Me Too. ', ' I ’ Ve Been Sad For Years. Don ’ T Tell Me It Gets Better. ', ' Behind My Smile Is Everything You ’ Ll Never Understand. ', ' I Stay Home Alone, Listen To Music And Think Too Much. ', ' The Worst Kind Of Sad Is Not Being Able To Explain Why. ', ' Tears Are Words Too Painful For A Broken Heart To Speak. ', ' I Like To Be Alone. But I Would Rather Be Alone With You. ', ' I Say I Don ’ T Care Anymore, But Truth Is I Care Too Much. (Sad Quotes \ xa0 ', ' No Matter How Far You Are, You Are Always In My Thoughts. ', ' I Say I Don ’ T Care Anymore, But Truth Is I Care Too Much. ', ' I Am Tired Of Fightin. For Once, I Want To Be Fought For. ', ' I Hope You ’ Ll Realize How Much You ’ Re Hurting Me Some Day. ', ' Every Time I Trust Somebody, They Show Me Why I Shouldn ’ T. ', ' I Really Need To Stop Being So Emotional About Everything. ', ' The Root Of Disappointment Comes From Holding Expectation. (Sad Whatsapp Status \ xa0 ', ' It Hurts To Let Go, But Sometimes It Hurts More To Hold On. ', ' I Miss The The Time When I Really Meant Something To You. ', ' I Wanted To Text You Simply I Remembered We Don ’ T Talk Anymore. ', ' I Wanted To Text You. But I Remembered We Don ’ T Talk Anymore. ', ' Oh, I ’ M Sorry. I Forgot. I Only Exist When You Need Something. ', ' Smiling Has Always Been Easier Than Explaining Why You ’ Re Sad. ', ' I Wish My Brain Had A Map To Tell Me Where My Heart Should Go. ', ' Its So Hard To Pretend Not To Love A Person When You Really Do. ', ' Love Sometimes Comes Like A Dream And Leaves Likes A Nightmare. (Sad Status for Whatsapp \ xa0 ', ' Sometimes It Takes Losing Something Realize To What You ’ Ve Had. ', ' I Feel Like I ’ Waiting For Something That Isn ’ T Going To Happen. ', ' It ’ S Not That I Wanna Have It, It ’ S Just That I Wanna Deserve It. ', ' Trust Is Like Papers. Once It ’ S Crumple It Can ’ T Be Perfect Again. ', ' It ’ S Sad How Most People Become Who They Promised They ’ D Never Be! ', ' Even When I ’ M Hurting So Bad Inside, I ’ Ll Still Smile & Say I ’ M Fine. ', ' Wanted By Many, Taken By None, Talking To Some, Just Waiting For One. ', ' When People Treat You Like They Don ’ T Care, Believe Them. They Don ’ T. ', ' Every Birth Is Paid By Death & Every Happiness Is Paid By Unhappiness. (Sad Whatsapp Status \ xa0 ', ' You Know That Nothing Will Change, But For Some Reason You Still Wait. ', ' Sick Of Crying, Tired Of Trying, Yes I ’ M Smiling But Inside I ’ M Dying. ', ' There ’ S Nothing More Depressing Than Having It All & Still Feeling Sad. ', ' Technically, I Am Single. But My Heart Is Taken By Someone I Can; T Have. ', ' Love The Hearts That Hurts You, But Never Hurt The Heart That Loves You. ', ' A Relationship Is Only For Two, But Some Bitches Don ’ T Know How To Count. ', ' Use Your Smile To Change The World. Don ’ T Let The World Change Your Smile. ', ' You May Not Be Pushing Me Away But You ’ Re Not Fighting To Keep Me Either. ', ' There Is Nothing More Depressing Than Having It All And Still Feeling Sad. ', ' Nobody Deserves Your Tears, But Whoever Deserves Them Will Non Make You Cry. ', ' Sick Of Crying, Tired Of Trying, Yes I ’ M Still Smiling But Inside I ’ M Dying. (Sad Quotes \ xa0 ', ' Find Someone Who Knows That You ’ Re Not Perfect But Treats You As If You Are. ', ' The Word Happiness Would Lose Its Meaning If It Were Not Balanced By Sadness. ', ' And Sometimes You Just Have Forget About That Person You Once Loved & Move On. ', ' Worst Kind Of Pain Is When You ’ Re Smiling Just To Stop The Tears From Falling. ', ' It ’ S Never The Tears That Measure The Pain, Sometimes Its Take Smile We Fake. ', ' I Feel Like A Balloon … Looking Bright & Cheerful, But Empty And Lonely Inside. ', ' Isn ’ T It Sad When You Get Hurt So Much, You Can Finally Say ” I ’ M Used To It “. ', ' The Toughest Part Of Letting Go Is Realizing That The Other Person Already Did. ', ' I Keep Myself Busy With Things I Do But Every time I Pause, I Still Think Of You. ', ' You Lose Yourself Trying To Hold On To Someone Who Doesn ’ t Care About Losing You. ', ' And Sometimes You Just Have To Forget About That Person You Once Loved & Move On. ', ' At Least, Tell A Lie That You Love Me, I Will Live The Rest Of My Life With That. (Sad Status for Whatsapp \ xa0 ', ' People Shout Not Because They ’ Re Weak. Its Because They ’ ve Been Strong For Too Long. ', ' You Touched My Heart With A Thousand Pleasures And Broke It In To Million Pieces. ', ' I Know They Say That First Love Is The Sweetest But That First Cut Is The Deepest. ', ' It ’ S Not Always The Tears That Measure The Pain. Sometimes It ’ S The Smile We Fake. ', ' The Worst Kind Of Pain Is When You ’ Re Smiling Just To Stop The Tears From Falling. ', ' I ’ M Not Upset That You Lied To Me, I ’ M Upset That From Now On I Can ’ T Believe You. ', ' People Cry, Not Because They ’ Re Weak. Its Because They ’ ve Been Strong For Too Long. ', ' When You Truly Love Someone You Given Everything You Can And Never Expect A Return. (Sad Whatsapp Status \ xa0 ', ' It ’ S Sad When You Realize You Aren ’ T As Important To Someone As You Thought You Are. ', ' I Did The Searching And Remembering. He / She Did The Disappearing And The Forgetting. ', ' When I Cry About One Thing, I End Up Crying About Everything That ’ S Messed Up My Life. ', ' Even If We Can ’ T Be Together In The End, I Am Still Glad You Were A Part Of My Life. ', ' People Leave Because It ’ S Easier To Walk Away Than To Fight For What They Really Want. ', ' Everything is \ xa0Complicated, Even Those Things That Seem Flat In Their Bleakness Or Sadness. ', ' Every Thought Is A Battle, Every Breath Is A War And I Don ’ T Think I ’ M Winning Anymore. ', ' Nothing Hurts More Than Realizing He Meant Everything To You & You Meant Nothing To Him. ', ' Everything ’ S Complicated, Even Those Things That Seem Flat In Their Bleakness Or Sadness. ', ' Moving On. Sound Easy. But I Died Thousand Times In Pain Just To Appreciate This Phrase. ', ' Yeah She ’ S Smiling But Don ’ T Let That Fool You. Look Into Her Eyes. Shes Breaking Inside. (Sad Quotes \ xa0 ', ' I Was Playing Back A Thousand Memories Baby, Thinking About Everything We ’ Ve Been Through. ', ' Words But Deeper Than Knives. A Knife Can Be Pulled Out, Words Are Embedded Into Out Soul. ', ' Yeah. She ’ S Smile But Don ’ T Let That Fool You. Look Into Her Eyes. She ’ S Breaking Inside. ', ' It Doesn ’ T Matter Who Hurt You Or Broke You Down. What Matters Is Who Made You Smile Again. ', ' I Don ’ T Know Why They Call It Heartbreak. It Feels Like Every Part Of My Body Is Broken Too. ', ' People Change For Two Reason: They Have Learned A Lot Or They Have Been Hurt Too Many Times. (Sad Whatsapp Status \ xa0 ', ' Sometimes The Girl Who ’ S Always Been There For Everyone Else. Need Someone To Be There For Her. ', ' Everyone Want Happiness, No One Wants Pain, But You Can ’ T Make A Rainbow Without A Little Rain. ', ' There Are Sol Many Things That Make You Happy. Don ’ T Focus Too Much On Things That Make You Sad. ', ' Heavy Hearts, Like Heavy Clouds In The Sky, Are Best Relieved By The Letting Of A Little Water. (Sad Whatsapp Status \ xa0 ', ' Never Expect Things To Be Happen, Because It Better To Feel Surprised Than To Feel Disappointed. ', ' Pain Is The Only Thing That Makes Me Feel Alive. I Will Never Be Good Enough For You. I Got That. ', ' It Hurts The Most When The Person Who Made You Feel So Special Makes You Feel So Unwanted Today. ', ' Letting Go Doesn ’ T Mean You ’ Ve Stopped Caring, It Means You Stopped Trying To Force Someone Too. ', ' I Think I ’ M Afraid To Be Happy Because Whenever I Do Get Too Happy, Something Bad Always Happens. ', ' The Worst Person To Be Around Is Someone Who Complains About Everything And Appreciates Nothing. ', ' The Saddest People I ’ Ve Ever Met In Life Are The Ones Who Don ’ T Care Deeply About Anything At All. ', ' Smile. It ’ S Easier Than Explaining Why You Re Sad. I Don ’ T Think You Know What You Are Doing To Me. ', ' I Hate The Fact That You Ignore Me For So Long Then You Start Talking To Me Like Nothing Happened. (Sad Status for Whatsapp \ xa0 ', ' I Think I ’ M Afraid To Be Happy Because Whenever I Do Get Too Happy, Something Badness Always Happens. ', ' Sometimes You Got To Accept The Fact That Certain Things Will Never Go Back To How They Used To Be. ', ' The Moment When You Burst Out Crying In You Room & You Realize That No One Know How Unhappy You Are. ', ' The People Experiencing The Most Pain Tend To Be The Ones Who Are Always Trying To Make Others Smile. ', ' I Will Always Care For You, Even If We ’ Re Not Together & Even If We ’ Re Far, Far Away From Each Other. ', ' Waiting Is Painful, Forgetting Is Painful. But Not Knowing Which To Do Is The Worse Kind Of Suffering. ', ' Crying Is The Only Way Your Eyes Speak When Your Mouth Can ’ T Explain How Things Made Your Heart Break. ', ' Eight Letters, Three Words, One Regret, I Miss You. I Stay Home Alone, Listen To Music & Think Too Much. ', ' I Will Always Care For You, Even If We ’ Re Not Together And Even If We ’ Re Far, Far Away From Each Other. (Sad Whatsapp Status \ xa0 ', ' Sometimes, Crying Is The Only Way Your Eyes Speak When You Mouth Can ’ T Explain How Broken Your Heart Is. ', ' I Didn ’ T Lose You, You Lost Me. You ’ Ll Search For Me Inside Of Everyone You ’ Re With And I Won ’ T Be Found. ', ' A Breakup Is Like A Broken Mirror. Its Better To Leave It Than Hurt Yourself Trying To Pick Up The Pieces. ', ' So I Guess It Ends Here. We Will Go Out Separate Ways & Hope That We ’ Ll See Each Other Somewhere In Future. ', ' If You Can Learn From The Worst Times Of Your Life, You ’ Ll Be Ready To Go Into The Best Times Of Your Life. (Sad Whatsapp Status \ xa0 ', ' Cry As Much As You Want To, But Just Make Sure When You ’ Re Finished, You Never Cry For The Same Reason Again. ', ' I ’ M Sorry. I Tried Being Prefect. But Its Just Not Me. I Have Been Sad For Years. Don ’ T Tell Me It Gets Better. ', ' I Have A Habit Of Falling Too Hard And Falling Too Fast, And Getting My Hopes Up For Something I Know Won ’ T Last. ', ' Sometimes When I Say ” I Am Okay ” I Want Someone Too Look Me In The Eyes, Hug Me Tight & Say ” I Know You ’ Re Not “. ', ' You Treat Me Like Shit For No Reason, Yet I M Still In Love With You. Stop Breaking My Heart. I Just Want To Love You. ', ' Sometimes I Don ’ T Tell People What ’ S Wrong Because Most Of The Time They ’ Re Just Being Curious. Not Because They Care. ', ' I Am Fighting Alone & Being Depressed Is An Everyday Fight. I Am Tired Of Being Sad Now. Trust …. Nothing Feels Right. ', ' One Get Used To Being Alone, But It ’ S Enough To Break Information technology For A Day & You Have To Get Used To It Again From The Beginning. ', ' You Can ’ T Control Everything That Happens To You, But You Can Control How You React To The Things That Are Out Of Your Control. ', ' The Loneliest Moment In Someone ’ S Life Is When They Are Watching Their Whole World Fall Apart, And All They Do Is Stare Blankly. (Sad Status \ xa0 ', ' Apologizing Doesn ’ T Always Mean You ’ Re Wrong & The Other Person Is Right. It Means You Value Your Relationship More Than You Ego. ', ' The Pain Is Not On The Day Of Missing Our Dear Ones. The Pain Is Really When You Love Without Them & With Their Presence In Your Mind. \ xa0 (\ xa0Sad Quotes ', ' You ’ Re The First Person Who Broke My Heart. For The Rest Of My Life, You Will Always Be The On Who Hurt Me The Most. Don ’ T Forget That. ', ' Have You Ever Noticed That The More Special You Treat Someone, The More That Someone Takes You For Granted? As If You Won ’ T Ever Change. ', ' Expression Of Eyes? Can Be Read? By Everyone … But Depression Of Heart Can Be Read? Only By Best One … Care For Everyone But Don ’ T Lose The Best One. ', ' ' ]",sad
i m therefore good for nothing my love life. ..,sad
"Some battles have to be fought alone,Some paths have to be crossed alone, so never be emotionally attached with anyone never you know when you have to walk alone.",sad
"I dont care who was before me, as long as I know there is nobody during me 💔",sad
Emotionally. . I make up Done … … Mentally. . 1 am Drained …. . Spiritually. . Atomic number 53 am Dead …. . And So far Physically. . I Smile …,sad
The smile my on face doesn't mean my life is perfect.,sad
"if you are in a relationship, flirtation is wander.",sad
Nobody can teach me who am. I,angry
"Sometimes, if I delete your number, you are basically deleted from my life.",sad
Only Two People will tell you the truth yourself: about someone who is angry with you and someone who loves you.,angry
"People change, go, shit happens, but life goes on.",angry
Girls r like chips potato … can you ’ t 1 have,angry
"[ ' Hating Me Won ’ T Make You Pretty. ', ' Anger Is One Letter Short Of Danger. ', ' I Am If I Changed, But You Changed Too. ', ' Anger Is My Power So Don ’ t Make Me Angry. ', ' Even The Nicest People Have Their Limits. ', ' Whatever Is Begun In Anger Ends In Shame. ', ' Don ’ T Make Me Angry And Change Your Status. ', ' Silence Is The Best Way To React While Angry. (Angry Whatsapp Status \ xa0 ', ' I Hope Karma Slaps You In The Face Before I Do. ', ' An Angry Man Opens His Mouth And Shuts His Eyes. ', ' I Am Not In A Bad Mood, Everyone Is Just Annoying. ', ' A Quick Temper Will Make A Fool Of You Soon Enough. ', ' Yes I Am Smiling But You Are Not The Reason Anymore. ', ' My Attitude Will Always Be Based On How You Treat Me. ', ' You Blocked Me On Facebook & Noe You ’ Re Going To Die. ', ' Anger Tears Me Up Inside … My Own … Or Anyone Else ’ S. (\ xa0Angry \ xa0Quotes \ xa0 ', ' You Should Make A Woman Angry If You Wish Her To Love. ', ' Sometimes I ’ M Not Angry. I ’ M Hurt And There S ’ A Big Diff. ', ' Never Go To Bed Angry, Stay Awake And Plot Your Revenge. ', ' It ’ S Easier To Say You ’ re Mad Than To Admit You ’ Re Hurt. ', ' Don ’ T Make So Many Promises When You Can ’ T Even Keep One. ', ' We Met For A Reason, Either You ’ Re A Blessing Or A Lesson. ', ' I Hate The When Moments Suddenly My Anger Turns Into Tears. ', ' Tell The Truth, Or Eventually Someone Will Tell It For You. (\ xa0Angry Status \ xa0 ', ' Its Just A Chapter In Your Life, Turn The Page And Move On. ', ' When People Get Angry With Him, I Remind Them That He ’ S Kid. ', ' If Someone Is Angry With You And You Laugh At Them, You Win. ', ' Nobody Makes You Angry. You Decide To Use Anger As A Response. ', ' I Miss You That True But It Doesn ’ t Mean I Forget Your Lies. ', ' The Best Revenge Is To Be Unlike Hi Who Performed The Injury. ', ' Anger Is Never Without A Reason, Butt Seldom With A Good One. ', ' If I Delete Your Number, You ’ Re Basically Deleted For My Life. (\ xa0Angry Whatsapp Status \ xa0 ', ' Don ’ T Judge Someone Just Because They Sin Differently Than You. ', ' People Change. Things Go Wrong. Shit Happens. But Life Goes On. ', ' Anger Is Feeling That Make Your Mouth Work Faster Than Your Mind. ', ' Don ’ T Be Angry With People Who Don ’ T Have The Capacity To Change. ', ' All Angry Persons Are To Be Treated, By The Prudent, As Children. ', ' When U Are Angry, Ur Text Speed Increases By A Ridiculous Amount. ', ' If You Wake Me Up & I Don ’ T Get Angry, You Must Be Pretty Special. ', ' Control Your ” Anger “. It Is Just One Letter Away From “ D ” Anger. \ xa0 (Angry Whatsapp Status \ xa0 ', ' For Every Minute You Are Angry You Lose Sixty Seconds Of Happiness. ', ' Anger Is A Condition In Which The Tongue Works Faster Than The Mind. ', ' I Don ’ T Need Anger Management, I Need People To Stop Pissing Me Off. ', ' Unless I Am Sitting On Your Face My Weight Is None Of Your Business! ', ' People Won ’ T Have Time For You If Are You Always Angry Or Complaining. ', ' Just Because You ’ Re Angry, Doesn ’ T Mean You Have The Right To Be Cruel. ', ' Sometimes I Get To The Point Of Frustration, That I Just Become Silent. ', ' Some People Need To Open Their Small Minds Instead Of Their Big Mouths. ', ' When I ’ M Shouting, Your Fine. It ’ When S I Go Silent You Need To Worried. \ xa0 (\ xa0Anger Status for Whatsapp \ xa0 ', ' Anger Is Nothing Than An Outward Expression Of Hurt, Fear & Frustration. ', ' Never Do Anything When U Are In A Temper, For U Will Do Everything Wrong. ', ' Never Regret Anything, Because At One Time It Was Exactly What You Wanted. ', ' Sometimes I Feel Like Giving People A High - Five In That Face, With A Chair. ', ' Six Letters, Two Words, Easy To Say, Hard To Explain, Harder To Do. Move On. ', ' You Will Not Be Punished For Your Anger, You Will Be Punished By Your Anger. ', ' Holding On To Anger Is Like Drinking Poison And Expecting The Person To Die. (Angry Whatsapp Status \ xa0 ', ' No Matter How Angry You Get, You Always End Up Forgiving The People You Love. ', ' Life Is Too Short To Spend Time With People Who Suck The Happiness Out Of You. ', ' Anger Doesn ’ T Solve Anything. It Build Nothing, But It Can Destroy Everything. ', ' Anger Doesn ’ T Solve Anything. It Builds Nothing, But It Can Destroy Everything. ', ' I ’ M Sorry I Got Angry And Said A Lot Of Things I Mean But Shouldn ’ T Have Said. ', ' If You ’ Re Going To Talk About Me Behind My Back, Don ’ T Smile At Me To My Face! ', ' If Another Can Easily Anger You, It Is Because You Are Off Balance With Yourself. ', ' Speak When You Are Angry And You Will Make The Best Speech You Will Ever Regret. ', ' Smile … … It Will Either Warn Their Heart, Piss Them Off …. Either Way You Win! (Angry Whatsapp Status \ xa0 ', ' Anger Makes You Smaller, While Forgiveness Forces You To Row Beyond What You Were. ', ' Never Make A Decision When You Are Angry. Never Make A Promise When You Are Happy. ', ' Stop Telling Me To Stay Calm. You ’ Re The One Who Pissed Me Off In The First Place. ', ' Definition Of Ex: Thanks For The Experience. Our Time Has Expired. Now Exit My Life. ', ' Listen To People When They Are Angry, Because That Is When The Real Truth Comes Out. ', ' I Think That Stupid People Were Put On This Planet To Test My Anger Management Skills. ', ' No One Will Ever Understand What I Mean Even If I Pour My Heart Into Words And Scream. \ xa0 (\ xa0Angry Quotes for Relationship \ xa0 ', ' I Wouldn ’ t Have To Manager My Anger, If People Could Learn To Manager Their Stupidity. ', ' You Never For Apologized Hurting Me, But I Say Sorry Times For Being Angry About It. ', ' Don ’ T Waste You Time On Revenge. Those Who Hurt You Will Eventually Face Their Own Karma. ', ' Anger Hurts You, Not The Person You ’ Re Angry At. Don ’ T Waste Life Getting Mad All The Time. ', ' Our Days Are Happier When We Give People A Bit Our Of Heart Rather Than A Piece Of Out Mind. ', ' The World Need Anger. The World Often Continues To Allow Evil Because It Isn ’ T Angry Enough. ', ' Sometimes We Forgive Not Because We Are Wrong Because But Staying Angry Robs Us Of Happiness. ', ' If You Don ’ T Know Your Own Worth And Value, Don ’ T Expect Someone Else To Calculate It For You. \ xa0 (\ xa0Angry Status for Whatsapp \ xa0 ', ' Don ’ T Change So People Will Like You. Be Yourself And The Right People Will Love The Real You. ', ' A Woman Who Truly Loves You Will Be Angry At You For So Many Things, But Will Never Leave You. ', ' Anger Is Great Force. If You Control It, It Can Transmuted Into A Power Can Moe The Whole World. ', ' Never Forget What Someone Says To You When They ’ Re Angry Because That Is When The Truth Comes Out. ', ' I Can Forgive A Lot Of Things … But Lies Aren ’ T One Of … Them So I Hope You Choke On The Lies You Told ', ' If Someone Throws A Stone At You, Throw A Flower Them At. But Remember To Throw Flower Pot With It. ', ' If You Tell The Truth, It Becomes A Part Of Past Your. If You Lie, It Becomes A Part Of Your Future. \ xa0 (\ xa0Angry Love Quotes \ xa0 ', ' People Say Everything Happens For A Reason. So When I Punch You In The Face, Remember I Have A Reason. ', ' I Don ’ T Want To Hurt You Or Anybody So Please Forget About Me. Just Try. Find Yourself A Better Friend. ', ' The More Anger You Hold Towards The Past In Your Heart, The Less Capable You Are Of Loving The Present. ', ' Sometimes One Middle Finger Isn ’ T Enough To Let Someone Know How You Feel. That ’ S Why You Have Two Hands. ', ' A Fake Friend Calls When They Need Something. A Real Friend Calls To Ask If You ’ Re In Need Of Something. ', ' My Hate For You Is Undying & It Will Never Pause. Just Like How Much My Love For You Once Was. I Hate You. (Angry Whatsapp Status \ xa0 ', ' I Hate That I Cry I ’ M Frustrated Because People Think I ’ M Hurt When I ’ M Really Just Trying Not To Kill You. ', ' Make You Anger So Expensive That No Can Afford It & Make Your Happiness So Cheap That Can Almost Get It Free. ', ' I Will Not Delete You Or Block You. I Am Keeping You There So You Will Be Able To See How Happy I ’ M Without You. ', ' I ’ M Sad, Hurt, Angry, Disappointed. But You Know What? I ’ Ll Put On A Smile And Move On. But Will Hurt, But I Will Survive. ', ' Anger Won ’ T Make Your Problems Easier. Tears Won ’ T Bring Back What Is Gone. But A Smile And Gratitude Will Make You Stronger. ', ' Never Get Jealous Or Angry When You See Your Ex With Someone Else, Because Our Parents Taught Us To Give Out Used Toys To The Less Fortunate. ', ' A Person Who Has Lots Of Anger Inside, Definitely Loves People More Than Anyone Else Can. Because If Red Colour Indicates Anger Than It Indicates Love Too. (Angry Whatsapp Status \ xa0 ' ]",angry
"It hurts when you fall in love, you get hurt. That’s life.",sad
Sometimes I hate close to people because I think they will just out of my life no matter how close we.,sad
"Sometimes, information technology not the person you pretermit, information technology the look, moments and memories you had with them.",sad
"People don’t listen, they just wait for their turn to talk. This is too much.",angry
